idx,adaboost:algorithm,adaboost:base_estimator,adaboost:learning_rate,adaboost:n_estimators,classifier,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:metric,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kitchen_sinks:gamma,kitchen_sinks:n_components,liblinear:C,liblinear:class_weight,liblinear:dual,liblinear:fit_intercept,liblinear:intercept_scaling,liblinear:loss,liblinear:multi_class,liblinear:penalty,liblinear:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,pca:keep_variance,pca:whiten,preprocessor,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,select_percentile_classification:percentile,select_percentile_classification:score_func,sgd:alpha,sgd:class_weight,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,sparse_filtering:N,sparse_filtering:maxiter,truncatedSVD:target_dim
4268,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,11,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,19,20,100,min/max,,,,,,,,,,,,,,,,
4269,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,1.4002426617479711e-05,auto,0.0004788417096315344,0.0043205238220201,True,,invscaling,modified_huber,585,l1,0.4009981568178003,1292,434,
4270,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,0.0001,auto,,0.0023062646635878467,True,,invscaling,squared_hinge,20,l2,0.5,,,
4271,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,16468.124205005683,auto,,,0.061887573093958384,rbf,-1,False,0.0031247538379068815,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4272,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,76.49670657515878,f_classif,,,,,,,,,,,,,,
4273,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,5898.552228399261,None,-0.49814172806068524,2,0.3327841796470673,poly,-1,True,0.0034888483380913064,,,,,random_trees_embedding,,,,,,,,,6,None,20,5,100,min/max,,,,,,,,,,,,,,,,
4274,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.061861589555432195,auto,False,True,1,l2,ovr,l2,0.031088589149667573,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,71.3693943606665,f_classif,,,,,,,,,,,,,,
4275,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,35.56043261667393,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4276,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1707,86,
4277,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,entropy,None,2.7312474075231203,None,1,20,100,,,,,,standard,,,,,,,,,,,,,,,,
4278,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9915618452977051,True,pca,,,,,,,,,,,,,,min/max,,,0.003768408507777873,auto,,0.07764105574612228,True,,optimal,hinge,439,l2,,,,
4279,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,8.298519533627248,None,False,True,1,l2,ovr,l2,3.210621464347865e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4280,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,19,20,71,min/max,,,0.0047741892630417115,auto,,0.01881168679376807,True,,constant,log,244,l1,,,,
4281,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,75.88409077269603,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,69.88086379862156,f_classif,,,,,,,,,,,,,,
4282,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4283,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,0.3071140863632099,3321,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,0.0005089240745928823,auto,0.0001387296829975108,0.09125382746478339,True,,invscaling,modified_huber,608,l1,0.5500061836102937,,,
4284,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,0.6946487043939782,6314,0.09339030489380447,auto,False,True,1,l2,ovr,l2,0.011636651291516267,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4285,SAMME.R,None,0.9574555344393589,38,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,10.140086320713753,f_classif,,,,,,,,,,,,,,
4286,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,403.0698066893074,auto,False,True,1,l2,ovr,l2,1.9319979195349668e-05,,,,,,,,,,,,0.9158295182237677,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4287,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,2064.2424397545838,None,0.024425386100700885,2,1.9336917031526526,poly,-1,False,0.04306823885180762,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,74.06004351327661,f_classif,,,,,,,,,,,,,,
4288,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4289,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,60.93392791988836,None,False,True,1,l2,ovr,l2,9.43412109018123e-05,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,6,None,1,18,82,standard,,,,,,,,,,,,,,,,
4290,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,43.58696163367068,f_classif,1.2707349963549942e-05,auto,,0.09466225722648641,True,,optimal,perceptron,761,l1,,,,
4291,,,,,extra_trees,False,entropy,None,1.797442114727451,12,4,100,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,69.01396670045425,f_classif,,,,,,,,,,,,,,
4292,SAMME.R,None,0.6648857993003332,48,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4293,,,,,gradient_boosting,,,,,,,,0.0024747780111687,10,2.362900883923943,1,18,100,0.3074751770090792,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,76.31856796776705,chi2,,,,,,,,,,,,,,
4294,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,1.9813330433233072,75,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4295,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,gini,None,1.0,None,1,2,100,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
4296,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,38,5,uniform,,,,,,,,,,,,,,,,,,,,,,,0.8834564918442789,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4297,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4298,,,,,extra_trees,False,gini,None,3.861962678903075,3,8,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4299,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011319025946909375,False,,,random_trees_embedding,,,,,,,,,9,None,4,2,82,min/max,,,,,,,,,,,,,,,,
4300,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,511.578763377487,auto,0.8972494054342897,3,0.010134695833655977,poly,-1,False,0.0010663140535152233,,,0.9565901501289515,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4301,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,7190.106283385441,auto,False,True,1,l2,ovr,l2,0.0002229425297794094,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1655,55,
4302,,,,,gradient_boosting,,,,,,,,0.6504519679146513,7,4.467518432325001,8,5,100,0.4905587299307167,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4303,SAMME.R,None,0.46310758421993625,47,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8987023574662976,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4304,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
4305,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,43,2,distance,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,5,None,13,6,98,standard,,,,,,,,,,,,,,,,
4306,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,9.589696770139693e-07,None,0.0004108915325546976,0.00592527515063037,True,,optimal,modified_huber,943,l2,,1119,52,
4307,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,4.4428443449443746e-05,auto,,0.059120335350725264,True,,optimal,hinge,745,l1,,,,
4308,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,10126.447614344514,None,,,0.009797433467912823,rbf,-1,False,0.020084303652739718,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4309,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,25.077096732705417,f_classif,,,,,,,,,,,,,,
4310,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,1927.7492327563548,auto,0.8891295349986585,,0.0016538562556835616,sigmoid,-1,False,0.021637407993328438,,,,,random_trees_embedding,,,,,,,,,9,None,7,14,81,standard,,,,,,,,,,,,,,,,
4311,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,156.88430724999088,auto,False,True,1,l2,ovr,l2,2.3795905365305853e-05,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,85.0671023951534,f_classif,,,,,,,,,,,,,,
4312,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4313,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1589,252,
4314,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,True,gini,None,1.0,None,1,2,100,,,,,,min/max,,,,,,,,,,,,,,,,
4315,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9302392911040982,True,pca,,,,,,,,,,,,,,standard,,,6.205056813238942e-05,None,0.015579124950384268,0.09190997045199806,True,,optimal,modified_huber,965,l1,,,,
4316,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,337.49381716042336,auto,False,True,1,l2,ovr,l2,0.02537447199745598,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4317,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,5,None,1,2,67,min/max,,,8.608083996201623e-07,None,,0.03712677781282059,True,,optimal,hinge,172,l2,,,,
4318,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,46.07986380890824,True,,,select_percentile_classification,,,,,,,,,,,,,,min/max,26.076810881085272,chi2,,,,,,,,,,,,,,
4319,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6883696962844319,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4320,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,1.9449290043437204,7740,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,1.870110543447289e-06,auto,1.7953971168030905e-05,0.08401701491213603,True,,optimal,modified_huber,170,l1,,,,
4321,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,1.0573441383675402,91,3.384687394687277,auto,False,True,1,l2,ovr,l2,1.5299585473401304e-05,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4322,SAMME.R,None,0.4123903540307451,45,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,64.53562447201293,f_classif,,,,,,,,,,,,,,
4323,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,10.183112951540611,None,False,True,1,l2,ovr,l2,1.2351986892385618e-05,,,,,,,,,,,,0.9367076295549746,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4324,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,1132.2783903890124,None,,,0.21506586971953803,rbf,-1,False,0.002619435039792022,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,74.3948728681565,chi2,,,,,,,,,,,,,,
4325,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4326,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.9384430129226896,None,False,True,1,l2,ovr,l2,0.0008545344533297212,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,4,None,1,2,44,standard,,,,,,,,,,,,,,,,
4327,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,70.27013224085458,f_classif,0.00016587526133589274,auto,,0.0982614012545229,True,,invscaling,log,459,l1,0.16666275539317363,,,
4328,,,,,extra_trees,True,entropy,None,1.4526065101578292,14,14,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,87.13259862047886,f_classif,,,,,,,,,,,,,,
4329,SAMME.R,None,0.47351338897945605,38,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4330,,,,,gradient_boosting,,,,,,,,0.49983016308614975,2,1.8354232212571726,12,9,100,0.9551026181792479,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,84.95988982110521,chi2,,,,,,,,,,,,,,
4331,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,0.8858485266911029,9738,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4332,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,gini,None,2.2465149765073638,None,6,20,100,,,,,,min/max,89.92961107174608,f_classif,,,,,,,,,,,,,,
4333,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4334,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4335,,,,,extra_trees,False,entropy,None,0.7945268739442188,6,4,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4336,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4153115445288609,True,,,random_trees_embedding,,,,,,,,,10,None,2,10,100,min/max,,,,,,,,,,,,,,,,
4337,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,2211.261563816315,None,,,0.014755119429970352,rbf,-1,True,1.828311110111514e-05,,,0.9525913653793614,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4338,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.6482782991330276,auto,False,True,1,l2,ovr,l2,1.13410715692658e-05,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,826,289,
4339,,,,,gradient_boosting,,,,,,,,0.9998007000612423,2,4.29803275435844,17,8,100,0.32228734912685153,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4340,SAMME.R,None,0.695334706094184,46,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9649362657486177,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4341,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,93,5,uniform,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,77.53670028184854,f_classif,,,,,,,,,,,,,,
4342,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,64,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,2,None,8,5,68,standard,,,,,,,,,,,,,,,,
4343,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,8.612470472714577e-06,auto,,0.06298820540958401,True,0.560381976675057,optimal,hinge,911,elasticnet,,1276,140,
4344,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,0.0010125456223054102,auto,,0.0049397166877498,True,0.9926867189834577,optimal,log,61,elasticnet,,,,
4345,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,1.0,None,,,0.0999999999999999,rbf,-1,True,0.0001,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4346,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.3600176767005,f_classif,,,,,,,,,,,,,,
4347,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,202.89306758790102,auto,,,3.1177311942053036e-05,rbf,-1,False,0.004436062848914903,,,,,random_trees_embedding,,,,,,,,,8,None,8,7,54,min/max,,,,,,,,,,,,,,,,
4348,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,15.400646078335248,auto,False,True,1,l2,ovr,l2,0.013526445024923497,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,84.88939767213681,f_classif,,,,,,,,,,,,,,
4349,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023400824991384954,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4350,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,78,101,
4351,,,,,random_forest,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,entropy,None,0.7429645321727276,None,1,20,100,,,,,,min/max,,,,,,,,,,,,,,,,
4352,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9657608881969488,False,pca,,,,,,,,,,,,,,standard,,,1.971987695329209e-06,auto,,0.024487722148119166,True,,invscaling,log,464,l2,0.6115526933430652,,,
4353,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,17.174126765990344,None,False,True,1,l2,ovr,l2,3.848830187297014e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4354,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,2,None,12,18,84,standard,,,0.0026016954231314017,None,,0.0011041248749868442,True,0.23834257277294013,constant,log,133,elasticnet,,,,
4355,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,6.951389847518858,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,69.72258266103259,chi2,,,,,,,,,,,,,,
4356,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9033124047217977,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
4357,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,0.31522425390368924,1980,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,2.753576505727936e-06,None,,0.005140050256887797,True,0.7871353894361437,optimal,log,652,elasticnet,,,,
4358,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,0.3926061832708792,6137,0.17531405203556824,None,False,True,1,l2,ovr,l2,3.079143918168134e-05,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4359,SAMME.R,None,0.3922257968887222,44,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,81.4214536426219,f_classif,,,,,,,,,,,,,,
4360,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,1.062017100758612,None,False,True,1,l2,ovr,l2,1.0170860860674682e-05,,,,,,,,,,,,0.9883815235505117,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4361,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,1.0,None,,,0.0999999999999999,rbf,-1,True,0.0001,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
4362,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4363,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,60.93392791988836,None,False,True,1,l2,ovr,l2,9.43412109018123e-05,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,6,None,1,18,82,standard,,,,,,,,,,,,,,,,
4364,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,0.0001,None,,0.01,True,,optimal,hinge,20,l2,,,,
4365,,,,,extra_trees,False,gini,None,1.0,1,2,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
4366,SAMME.R,None,0.6883434361240701,38,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4367,,,,,gradient_boosting,,,,,,,,0.09950907687451292,6,4.93115896119209,15,14,100,0.22319836183239394,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,65.07503363652937,f_classif,,,,,,,,,,,,,,
4368,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,0.8071544473661225,9598,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
4369,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,gini,None,1.0,None,1,2,100,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
