idx,adaboost:algorithm,adaboost:learning_rate,adaboost:max_depth,adaboost:n_estimators,balancing:strategy,bernoulli_nb:alpha,bernoulli_nb:fit_prior,classifier,decision_tree:criterion,decision_tree:max_depth,decision_tree:max_features,decision_tree:max_leaf_nodes,decision_tree:min_samples_leaf,decision_tree:min_samples_split,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,extra_trees_preproc_for_classification:bootstrap,extra_trees_preproc_for_classification:criterion,extra_trees_preproc_for_classification:max_depth,extra_trees_preproc_for_classification:max_features,extra_trees_preproc_for_classification:min_samples_leaf,extra_trees_preproc_for_classification:min_samples_split,extra_trees_preproc_for_classification:n_estimators,fast_ica:algorithm,fast_ica:fun,fast_ica:n_components,fast_ica:whiten,feature_agglomeration:affinity,feature_agglomeration:linkage,feature_agglomeration:n_clusters,gem:N,gem:precond,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kernel_pca:coef0,kernel_pca:degree,kernel_pca:gamma,kernel_pca:kernel,kernel_pca:n_components,kitchen_sinks:gamma,kitchen_sinks:n_components,lda:n_components,lda:tol,liblinear_svc:C,liblinear_svc:class_weight,liblinear_svc:dual,liblinear_svc:fit_intercept,liblinear_svc:intercept_scaling,liblinear_svc:loss,liblinear_svc:multi_class,liblinear_svc:penalty,liblinear_svc:tol,liblinear_svc_preprocessor:C,liblinear_svc_preprocessor:class_weight,liblinear_svc_preprocessor:dual,liblinear_svc_preprocessor:fit_intercept,liblinear_svc_preprocessor:intercept_scaling,liblinear_svc_preprocessor:loss,liblinear_svc_preprocessor:multi_class,liblinear_svc_preprocessor:penalty,liblinear_svc_preprocessor:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,nystroem_sampler:coef0,nystroem_sampler:degree,nystroem_sampler:gamma,nystroem_sampler:kernel,nystroem_sampler:n_components,passive_aggresive:C,passive_aggresive:fit_intercept,passive_aggresive:loss,passive_aggresive:n_iter,pca:keep_variance,pca:whiten,preprocessor,proj_logit:max_epochs,qda:reg_param,qda:tol,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,ridge:alpha,ridge:fit_intercept,ridge:tol,select_percentile_classification:percentile,select_percentile_classification:score_func,select_rates:alpha,select_rates:mode,select_rates:score_func,sgd:alpha,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,truncatedSVD:target_dim
1182,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,1.6302921445346406,14,9,100,,,,,,,,,,0.08984518979928877,9,0.7884143390097265,10,8,100,0.3080171456430845,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1183,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,2481.262198103656,auto,False,True,1,l2,ovr,l2,0.00019417639955054457,28089.333728858495,None,0.8468741234103703,1,1.0366009905945288,poly,-1,False,3.2011700278845507e-05,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1184,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.29106010289295464,fpr,f_classif,5.052133659704478e-07,,0.07620787683327095,True,,optimal,perceptron,614,l1,,
1185,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.043503388591513786,fdr,f_classif,2.961794329353237e-06,0.0005750229029405074,0.0910790352290981,True,,optimal,modified_huber,131,l1,,
1186,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.03628052270276454,fpr,chi2,4.4187361399762746e-06,0.0068763944719413455,0.07184746953240884,True,,optimal,modified_huber,206,l1,,
1187,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,6635.198661997232,None,False,True,1,l2,ovr,l2,0.009865506890835686,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,standard,,,,,,,,,3.203577154380246e-07,,0.06221308829585594,True,,optimal,perceptron,156,l1,,
1188,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,1.9914847078790665,None,False,True,1,l2,ovr,l2,0.00012141080380106583,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,2.144296491234527e-06,0.0014944901685911842,0.013750415736252372,True,,optimal,modified_huber,616,l1,,
1189,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,4.8583803307594575,auto,False,True,1,l2,ovr,l2,0.018591797667670128,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,standard,,,,,,,,,8.742887374761643e-07,0.0006260955625398866,0.0251687813560786,True,,optimal,modified_huber,750,l1,,
1190,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,280,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,1.5061538969781974e-06,0.0005728494298016959,0.05728774195043386,True,,optimal,modified_huber,211,l1,,
1191,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,23.43234091294704,auto,False,True,1,l2,ovr,l2,0.00021912870192161767,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,standard,,,,,,,,,3.2326491161799056e-06,0.00745167567307352,0.006011389023500465,True,,optimal,modified_huber,194,l1,,
1192,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.033449324874026985,fpr,f_classif,4.542990270942892e-06,0.03384268933369341,0.08704697007186853,True,,optimal,modified_huber,936,l1,,
1193,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,1116.5034937765658,auto,False,True,1,l2,ovr,l2,0.0007710193083139443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,7,None,18,14,87,standard,,,,,,,,,,,,,,,,,,,
1194,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,71.76315113287322,None,False,True,1,l2,ovr,l2,0.0001562196413042378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,7,None,19,7,67,standard,,,,,,,,,,,,,,,,,,,
1195,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,average,175,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.971717832547428,None,0.3406757011515329,3,0.06537951089684868,poly,-1,True,0.02932252876294362,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1196,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,cosine,average,88,,,0.41327249841651287,6,3.6946360470428496,19,9,100,0.9013678974181687,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1197,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,0.4017717993254514,auto,False,True,1,l2,ovr,l2,3.282032994041099e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,10,None,16,2,96,standard,,,,,,,,,,,,,,,,,,,
1198,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,4.0628902392107795,None,False,True,1,l2,ovr,l2,1.340342730446272e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,7,None,13,10,67,normalize,,,,,,,,,,,,,,,,,,,
1199,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,0.34860418683979155,None,False,True,1,l2,ovr,l2,8.917011293762864e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,7,None,13,13,59,min/max,,,,,,,,,,,,,,,,,,,
1200,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,0.349516771568374,auto,False,True,1,l2,ovr,l2,2.3505802705620458e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,7,None,19,7,73,standard,,,,,,,,,,,,,,,,,,,
1201,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,516.8906627915484,auto,False,True,1,l2,ovr,l2,0.0001725913475275766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,7,None,20,2,83,normalize,,,,,,,,,,,,,,,,,,,
1202,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6020787635712831,5,3.6566236095514335,12,17,100,0.770263769463092,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.10281962400002449,fdr,f_classif,,,,,,,,,,,
1203,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,0.10244264171584866,None,False,True,1,l2,ovr,l2,4.089853635028124e-05,1293.521631377267,None,0.5650154896690911,5,0.04427928396612555,poly,-1,True,0.00010254691812092086,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1204,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,0.21658555226907267,auto,False,True,1,l2,ovr,l2,0.000551514744393525,7.928680241369711,None,,,7.016527906338184,rbf,-1,False,0.00966503700542918,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1205,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,False,entropy,None,0.6796360656011067,11,15,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.54452177173161,auto,,,0.5438446078020246,rbf,-1,False,0.052109295287583283,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1206,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,0.0824305801098136,auto,False,True,1,l2,ovr,l2,0.0002703527934647667,11.18117101999632,auto,,,0.9911982549023037,rbf,-1,True,0.00019555343364899345,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1207,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,cosine,complete,328,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.896551910590533,auto,,,3.943591821026514,rbf,-1,True,1.8992520178891844e-05,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1208,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,True,entropy,None,4.473847445602793,1,13,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.720136131190327,None,,,5.302711516850816,rbf,-1,True,0.0001695982101325754,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1209,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,0.4451781711308209,None,False,True,1,l2,ovr,l2,0.003989138269093255,63.28088345672947,auto,,,1.0546904433065403,rbf,-1,False,0.0013878643212017117,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1210,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,True,gini,None,4.3569073118320265,12,12,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.116659074487934,None,,,1.0542755287620174,rbf,-1,True,0.004385326355086171,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1211,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,False,gini,None,1.0964123329462172,5,15,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.519967303459575,auto,,,1.4123449873727307,rbf,-1,True,0.012702022594724636,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1212,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,False,entropy,None,2.8020701285231286,18,14,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.075710391917561,auto,,,1.1402811750800428,rbf,-1,False,4.0630388792400823e-05,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1213,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,cosine,average,285,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,1.2599166588585848e-05,True,0.0031983785560864494,,,,,,,,,,,,,,,,
1214,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,15.489790633672834,None,False,True,1,l2,ovr,l2,3.0741917447303576e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1215,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,44.546388737626586,None,False,True,1,l2,ovr,l2,0.007840066756712867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.3777512454990193,fdr,f_classif,,,,,,,,,,,
1216,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,104,0.0016711503945767367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1217,,,,,none,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,min/max,0.00022513757838187886,True,0.010992381216815488,,,,,,,,,,,,,,,,
1218,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,1.0137832764900214,None,False,True,1,l2,ovr,l2,0.0004085448928169013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
1219,,,,,weighting,,,qda,,,,,,,,,,,,,,,,,,,,,,,,,cosine,complete,291,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,6.627785406726709,0.001854536590210115,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
1220,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9603363046641141,False,pca,,,,False,gini,None,4.2105904903787135,None,13,18,100,,,,,,standard,,,,,,,,,,,,,,,,,,,
1221,,,,,none,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,7.397458410971603e-06,True,1.0393814413292056e-05,,,0.09393825541178996,fdr,f_classif,,,,,,,,,,,
1222,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.28357994401620334,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,standard,,,,,,,,,0.0001372056163715674,,0.03010253557993675,True,0.3104897131802835,optimal,log,188,elasticnet,,
1223,,,,,weighting,,,extra_trees,,,,,,,True,entropy,None,3.7528193961571152,3,4,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,normalize,,,,38.76092184651588,f_classif,,,,,,,,,,,,,,
1224,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,deflation,exp,525,False,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,True,entropy,None,0.7655526845551628,None,14,18,100,,,,,,standard,,,,,,,,,,,,,,,,,,,
1225,,,,,weighting,,,lda,,,,,,,,,,,,,,False,entropy,None,2.368802152988315,1,4,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,214,0.06856031934978686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1226,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,185,0.0006239311633252738,,,,,,,,,,15.868245408266146,auto,False,True,1,l2,ovr,l2,0.013649052777704365,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1227,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,233,0.0010646779142450126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,normalize,,,,53.43387033738104,f_classif,,,,,,,,,,,,,,
1228,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,127,0.026686546523246243,,,,,,,,,,87.39431685358824,None,False,True,1,l2,ovr,l2,0.0005686892059468203,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1229,,,,,weighting,,,lda,,,,,,,,,,,,,,False,gini,None,0.6922771643265394,10,8,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,72,0.03282132264718317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1230,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,189,0.0023346540759409846,,,,,,,,,,10.658618279347245,None,False,True,1,l2,ovr,l2,0.03549383606328068,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1231,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,185,2.276477239720499e-05,,,,,,,,,,19.13606385159208,None,False,True,1,l2,ovr,l2,0.001969380621845356,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1232,,,,,weighting,,,lda,,,,,,,,,,,,,,False,gini,None,0.6155242685361584,8,19,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,161,0.0002825770230383366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
1233,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,0.09391954736752245,auto,False,True,1,l2,ovr,l2,4.629692744343225e-05,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,0.00020952067232214605,,0.07586267818706581,True,,invscaling,hinge,741,l1,0.2208494030027622,
1234,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,1.6325318271754574,auto,False,True,1,l2,ovr,l2,0.0005488178417572232,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,0.0002113354437571634,,0.0930568314419204,True,0.5262850775417012,invscaling,hinge,621,elasticnet,0.46673360705834716,
1235,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truncatedSVD,,,,,,,,,,,,,,,,,min/max,0.0038011059209777345,True,0.00804564662943058,,,,,,,,,,,,,,,,251
1236,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,74.73454022039918,chi2,,,,1.0284342727166056e-05,,0.0033495865494403356,True,0.39868822357559686,constant,log,15,elasticnet,,
1237,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,0.8358128718204755,None,False,True,1,l2,ovr,l2,0.06142891884037314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truncatedSVD,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,247
1238,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,604.7573526226845,None,False,True,1,l2,ovr,l2,6.523504149144439e-05,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,0.0004922785226177537,,0.08618309674971235,True,0.3609432612675806,invscaling,hinge,542,elasticnet,0.3787134762351007,
1239,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,71.48885810386857,auto,False,True,1,l2,ovr,l2,4.640486709108687e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.4379105931951053,fwe,chi2,,,,,,,,,,,
1240,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,10.916903944120662,auto,False,True,1,l2,ovr,l2,3.0389626768975794e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truncatedSVD,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,252
1241,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.3408206099181171,fpr,chi2,7.230304504383931e-05,0.0004405517129290609,0.08465158614933124,True,,invscaling,modified_huber,617,l2,0.6085476878371142,
